rule_id,message,file,line,col,index,Annotator_1,Annotator_2,Resolution,Last Round,Resolution comment,same,issue_local,reported_as,issue_url,status,reason,comment_2,reason.1,label,url,repo_owner,repo_name,name,stars,issues,forks,contributors,commits,latest_commit_date,days_since_latest_commit
ql-double-measurement,"Two consecutive measurements on qubit '0' at locations: (11, 1) and (12, 1)",example_d675c9.py,12,,"Two consecutive measurements on qubit '0' at locations: (11, 1) and (12, 1)example_d675c9.py12",TP,,,TP,,,,no_inactive,,,RDM1,,,TP,https://github.com/MichalReznak/quep/blob/5f02f3640e1a1a56cebdade8868e1497ee176f9f/templates/example.py,MichalReznak,quep,quep,0.0,0.0,0.0,1.0,30.0,2022-08-15 22:36:09+00:00,566.0
ql-double-measurement,"Two consecutive measurements on qubit '0' at locations: (58, 9) and (61, 9)",test_qasm_simulator_edd048.py,61,9.0,"Two consecutive measurements on qubit '0' at locations: (58, 9) and (61, 9)test_qasm_simulator_edd048.py61",TP,TP,TP,TP,,True,,no_because_test,,,RDM1,,,TP,https://github.com/epiqc/PartialCompilation/blob/50d80f56efdf754e40a0b1dd00404788a03fdf3d/qiskit-terra/test/python/basicaer/test_qasm_simulator.py,epiqc,PartialCompilation,PartialCompilation,11.0,0.0,2.0,3.0,30.0,2019-09-16 23:35:41+00:00,1630.0
ql-double-measurement,"Two consecutive measurements on qubit '1' at locations: (74, 5) and (74, 5)
Two consecutive measurements on qubit '2' at locations: (74, 5) and (74, 5)",testing_9fec40.py,74,5.0,"Two consecutive measurements on qubit '1' at locations: (74, 5) and (74, 5)
Two consecutive measurements on qubit '2' at locations: (74, 5) and (74, 5)testing_9fec40.py74",NW,,,NW,,,,no_inactive,,,RDM2,,,NW,https://github.com/JacobViertel/Biped/blob/02ad195a4f7469e27f418cb2b127d6387a1f30a7/shortest%20path/testing.py,JacobViertel,Biped,Biped,1.0,0.0,0.0,1.0,10.0,2020-07-30 13:17:08+00:00,1313.0
ql-double-measurement,"Two consecutive measurements on qubit '1' at locations: (15, 1) and (23, 1)",qubits_d78ad0.py,23,,"Two consecutive measurements on qubit '1' at locations: (15, 1) and (23, 1)qubits_d78ad0.py23",TP,,,TP,,,,no_teaching_code,,,RDM1,,,TP,https://github.com/Rohan-s18/Python-Cookbook/blob/dcc3bb99dd02e958dcba8842c94e9361502426e9/Qiskit/Introduction/qubits.py,Rohan-s18,Python-Cookbook,Python-Cookbook,4.0,0.0,0.0,1.0,30.0,2023-05-13 19:18:16+00:00,295.0
ql-double-measurement,"Two consecutive measurements on qubit '2' at locations: (29, 5) and (42, 9)
Two consecutive measurements on qubit '2' at locations: (42, 9) and (42, 9)",resource_estimation_3d1e2c.py,42,9.0,"Two consecutive measurements on qubit '2' at locations: (29, 5) and (42, 9)
Two consecutive measurements on qubit '2' at locations: (42, 9) and (42, 9)resource_estimation_3d1e2c.py42",NW,,,NW,,,,,,,RDM2,,,NW,https://github.com/Feyorsh/quantsoft-final-project/blob/61a708725cd25033727efd111dc46e8abbc2fbb5/Qiskit_Implementations/resource_estimation.py,Feyorsh,quantsoft-final-project,quantsoft-final-project,1.0,0.0,0.0,2.0,16.0,2021-07-30 17:25:32+00:00,947.0
ql-double-measurement,"Two consecutive measurements on qubit '1' at locations: (29, 9) and (32, 9)",test_circuit_to_dag_5333cb.py,32,9.0,"Two consecutive measurements on qubit '1' at locations: (29, 9) and (32, 9)test_circuit_to_dag_5333cb.py32",TP,,,TP,,,,no_because_test,,,RDM1,,,TP,https://github.com/epiqc/PartialCompilation/blob/50d80f56efdf754e40a0b1dd00404788a03fdf3d/qiskit-terra/test/python/converters/test_circuit_to_dag.py,epiqc,PartialCompilation,PartialCompilation,11.0,0.0,2.0,3.0,30.0,2019-09-16 23:35:41+00:00,1630.0
ql-double-measurement,"Two consecutive measurements on qubit '0' at locations: (566, 9) and (567, 9)",test_stochastic_swap_89a6ef.py,567,9.0,"Two consecutive measurements on qubit '0' at locations: (566, 9) and (567, 9)test_stochastic_swap_89a6ef.py567",TP,,,TP,,,,no_because_test,,,RDM1,,,TP,https://github.com/epiqc/PartialCompilation/blob/50d80f56efdf754e40a0b1dd00404788a03fdf3d/qiskit-terra/test/python/transpiler/test_stochastic_swap.py,epiqc,PartialCompilation,PartialCompilation,11.0,0.0,2.0,3.0,30.0,2019-09-16 23:35:41+00:00,1630.0
ql-double-measurement,"Two consecutive measurements on qubit '0' at locations: (35, 9) and (35, 9)
Two consecutive measurements on qubit '1' at locations: (35, 9) and (35, 9)
Two consecutive measurements on qubit '2' at locations: (35, 9) and (35, 9)
Two consecutive measurements on qubit '3' at locations: (35, 9) and (35, 9)
Two consecutive measurements on qubit '4' at locations: (35, 9) and (35, 9)
Two consecutive measurements on qubit '5' at locations: (35, 9) and (35, 9)
Two consecutive measurements on qubit '6' at locations: (35, 9) and (35, 9)
Two consecutive measurements on qubit '7' at locations: (35, 9) and (35, 9)
Two consecutive measurements on qubit '8' at locations: (35, 9) and (35, 9)
Two consecutive measurements on qubit '9' at locations: (35, 9) and (35, 9)
Two consecutive measurements on qubit '10' at locations: (35, 9) and (35, 9)
Two consecutive measurements on qubit '11' at locations: (35, 9) and (35, 9)
Two consecutive measurements on qubit '12' at locations: (35, 9) and (35, 9)
Two consecutive measurements on qubit '13' at locations: (35, 9) and (35, 9)
Two consecutive measurements on qubit '14' at locations: (35, 9) and (35, 9)
Two consecutive measurements on qubit '15' at locations: (35, 9) and (35, 9)",shorbreaker_5299e4.py,35,9.0,"Two consecutive measurements on qubit '0' at locations: (35, 9) and (35, 9)
Two consecutive measurements on qubit '1' at locations: (35, 9) and (35, 9)
Two consecutive measurements on qubit '2' at locations: (35, 9) and (35, 9)
Two consecutive measurements on qubit '3' at locations: (35, 9) and (35, 9)
Two consecutive measurements on qubit '4' at locations: (35, 9) and (35, 9)
Two consecutive measurements on qubit '5' at locations: (35, 9) and (35, 9)
Two consecutive measurements on qubit '6' at locations: (35, 9) and (35, 9)
Two consecutive measurements on qubit '7' at locations: (35, 9) and (35, 9)
Two consecutive measurements on qubit '8' at locations: (35, 9) and (35, 9)
Two consecutive measurements on qubit '9' at locations: (35, 9) and (35, 9)
Two consecutive measurements on qubit '10' at locations: (35, 9) and (35, 9)
Two consecutive measurements on qubit '11' at locations: (35, 9) and (35, 9)
Two consecutive measurements on qubit '12' at locations: (35, 9) and (35, 9)
Two consecutive measurements on qubit '13' at locations: (35, 9) and (35, 9)
Two consecutive measurements on qubit '14' at locations: (35, 9) and (35, 9)
Two consecutive measurements on qubit '15' at locations: (35, 9) and (35, 9)shorbreaker_5299e4.py35",TP,,,TP,,,,no_inactive,,,RDM1,,,TP,https://github.com/Shashank002Joshi/Quantum-Decrypt/blob/5a526e9452ea6de1733130bb711a1a53d266efcc/ShorBreaker.py,Shashank002Joshi,Quantum-Decrypt,Quantum-Decrypt,0.0,0.0,0.0,1.0,6.0,2021-08-22 20:53:30+00:00,924.0
ql-double-measurement,"Two consecutive measurements on qubit '0' at locations: (137, 9) and (137, 9)
Two consecutive measurements on qubit '1' at locations: (137, 9) and (137, 9)
Two consecutive measurements on qubit '2' at locations: (137, 9) and (137, 9)
Two consecutive measurements on qubit '3' at locations: (137, 9) and (137, 9)
Two consecutive measurements on qubit '4' at locations: (137, 9) and (137, 9)
Two consecutive measurements on qubit '5' at locations: (137, 9) and (137, 9)
Two consecutive measurements on qubit '6' at locations: (137, 9) and (137, 9)
Two consecutive measurements on qubit '7' at locations: (137, 9) and (137, 9)
Two consecutive measurements on qubit '8' at locations: (137, 9) and (137, 9)
Two consecutive measurements on qubit '9' at locations: (137, 9) and (137, 9)
Two consecutive measurements on qubit '10' at locations: (137, 9) and (137, 9)
Two consecutive measurements on qubit '11' at locations: (137, 9) and (137, 9)
Two consecutive measurements on qubit '12' at locations: (137, 9) and (137, 9)
Two consecutive measurements on qubit '13' at locations: (137, 9) and (137, 9)
Two consecutive measurements on qubit '14' at locations: (137, 9) and (137, 9)
Two consecutive measurements on qubit '15' at locations: (137, 9) and (137, 9)",rsa_breaker_4_bit_0f27ff.py,137,9.0,"Two consecutive measurements on qubit '0' at locations: (137, 9) and (137, 9)
Two consecutive measurements on qubit '1' at locations: (137, 9) and (137, 9)
Two consecutive measurements on qubit '2' at locations: (137, 9) and (137, 9)
Two consecutive measurements on qubit '3' at locations: (137, 9) and (137, 9)
Two consecutive measurements on qubit '4' at locations: (137, 9) and (137, 9)
Two consecutive measurements on qubit '5' at locations: (137, 9) and (137, 9)
Two consecutive measurements on qubit '6' at locations: (137, 9) and (137, 9)
Two consecutive measurements on qubit '7' at locations: (137, 9) and (137, 9)
Two consecutive measurements on qubit '8' at locations: (137, 9) and (137, 9)
Two consecutive measurements on qubit '9' at locations: (137, 9) and (137, 9)
Two consecutive measurements on qubit '10' at locations: (137, 9) and (137, 9)
Two consecutive measurements on qubit '11' at locations: (137, 9) and (137, 9)
Two consecutive measurements on qubit '12' at locations: (137, 9) and (137, 9)
Two consecutive measurements on qubit '13' at locations: (137, 9) and (137, 9)
Two consecutive measurements on qubit '14' at locations: (137, 9) and (137, 9)
Two consecutive measurements on qubit '15' at locations: (137, 9) and (137, 9)rsa_breaker_4_bit_0f27ff.py137",TP,TP,TP,TP,,True,08_0f27ff_147,new_report,https://github.com/thomascherickal/Coding-Portfolio/issues/1,,RDM1,,,TP,https://github.com/thomascherickal/Coding-Portfolio/blob/ed00fadb6f5968edc8aacb8cb3916da54395ebca/Flutter%20UI%20For%20RSA%20Breaker/user_interface_for_rsa_breaker/assets/RSA_Breaker-4-bit.py,thomascherickal,Coding-Portfolio,Coding-Portfolio,1.0,1.0,0.0,1.0,5.0,2022-03-11 06:38:39+00:00,724.0
ql-double-measurement,"Two consecutive measurements on qubit '1' at locations: (60, 9) and (63, 9)",test_qasm_simulator_682153.py,63,9.0,"Two consecutive measurements on qubit '1' at locations: (60, 9) and (63, 9)test_qasm_simulator_682153.py63",TP,,,TP,,,,no_because_test,,,RDM1,,,TP,https://github.com/epiqc/PartialCompilation/blob/50d80f56efdf754e40a0b1dd00404788a03fdf3d/qiskit-terra/test/python/aer_provider_integration_test/test_qasm_simulator.py,epiqc,PartialCompilation,PartialCompilation,11.0,0.0,2.0,3.0,30.0,2019-09-16 23:35:41+00:00,1630.0
ql-double-measurement,"Two consecutive measurements on qubit '1' at locations: (33, 1) and (36, 1)",sandbox_e52934.py,36,,"Two consecutive measurements on qubit '1' at locations: (33, 1) and (36, 1)sandbox_e52934.py36",TP,,,TP,,,,no_sketch_code,,,RDM1,,,TP,https://github.com/jbasinger/QuantumComputing/blob/0887aeacd6d70956a6f9599de2677601a3b8a663/sandbox.py,jbasinger,QuantumComputing,QuantumComputing,0.0,0.0,0.0,0.0,1.0,2022-02-11 15:09:15+00:00,752.0
ql-double-measurement,"Two consecutive measurements on qubit '0' at locations: (67, 9) and (70, 9)",test_qasm_simulator_edd048.py,70,9.0,"Two consecutive measurements on qubit '0' at locations: (67, 9) and (70, 9)test_qasm_simulator_edd048.py70",TP,,,TP,,,,no_because_test,,,RDM1,,,TP,https://github.com/epiqc/PartialCompilation/blob/50d80f56efdf754e40a0b1dd00404788a03fdf3d/qiskit-terra/test/python/basicaer/test_qasm_simulator.py,epiqc,PartialCompilation,PartialCompilation,11.0,0.0,2.0,3.0,30.0,2019-09-16 23:35:41+00:00,1630.0
ql-double-measurement,"Two consecutive measurements on qubit '4' at locations: (26, 5) and (41, 9)
Two consecutive measurements on qubit '4' at locations: (41, 9) and (41, 9)",qiskit_qae_e2636d.py,41,9.0,"Two consecutive measurements on qubit '4' at locations: (26, 5) and (41, 9)
Two consecutive measurements on qubit '4' at locations: (41, 9) and (41, 9)qiskit_qae_e2636d.py41",TP,FP,FP,FP,false positive becasue the control flow in practice isnot possible becasue of conflicting if conditions that cannot be true simultaneously.,False,,,,,RDM3,,,FP,https://github.com/Sansiveri-Alexzander/feyn-men-Project/blob/22d1f07f0b15b6827930f7e5c68b686db64b65c6/QiskitImplementation/QiskitImplementation/Qiskit_QAE.py,Sansiveri-Alexzander,feyn-men-Project,feyn-men-Project,0.0,0.0,0.0,3.0,5.0,2021-07-26 14:19:27+00:00,952.0
ql-measure-all-abuse,"measure_all() on the circuit 'qc' (at location:29, 14)  when it has already 3 classical bits.",test_parse_counts_0953d6.py,31,9.0,"measure_all() on the circuit 'qc' (at location:29, 14)  when it has already 3 classical bits.test_parse_counts_0953d6.py31",TP,TP,TP,TP,,True,,no_because_test,,,RMA3,,,TP,https://github.com/mgrzesiuk/qiskit_utils/blob/3666b3ea2074ce6ee75fa22a8165880ca147c71d/tst/test_parse_counts.py,mgrzesiuk,qiskit_utils,qiskit_utils,0.0,0.0,0.0,1.0,19.0,2022-07-16 18:02:07+00:00,596.0
ql-measure-all-abuse,"measure_all() on the circuit 'qc' (at location:5, 6)  when it has already 129 classical bits.",code_12fb50.py,70,,"measure_all() on the circuit 'qc' (at location:5, 6)  when it has already 129 classical bits.code_12fb50.py70",TP,,,TP,,,08_12fb50_70,new_report,https://github.com/USTC-Hackergame/hackergame2022-writeups/issues/64,28/02/2024,RMA1,,,TP,https://github.com/USTC-Hackergame/hackergame2022-writeups/blob/46e8478c0c89cc187133ee2dc8378ae2b8866784/players/cvhc/%E9%87%8F%E5%AD%90%E8%97%8F%E5%AE%9D%E5%9B%BE/code.py,USTC-Hackergame,hackergame2022-writeups,hackergame2022-writeups,302.0,5.0,54.0,30.0,30.0,2023-09-07 04:54:56+00:00,179.0
ql-measure-all-abuse,"measure_all() on the circuit 'qc' (at location:23, 10)  when it has already 5 classical bits.",5_6d96db.py,39,5.0,"measure_all() on the circuit 'qc' (at location:23, 10)  when it has already 5 classical bits.5_6d96db.py39",NW,,,NW,,,,,,,RMA2,,,NW,https://github.com/Mirkesx/quantum_programming/blob/f7674cf833035a8115442a7f7ad49fef9f4c85ed/Exercises/5.py,Mirkesx,quantum_programming,quantum_programming,0.0,0.0,0.0,1.0,21.0,2022-02-21 08:46:16+00:00,742.0
ql-measure-all-abuse,"measure_all() on the circuit 'circuit' (at location:78, 15)  when it has already 1 classical bits.",interferibmc_c22d6b.py,84,5.0,"measure_all() on the circuit 'circuit' (at location:78, 15)  when it has already 1 classical bits.interferibmc_c22d6b.py84",TP,TP,TP,TP,,True,08_c22d6b_84,new_report,https://github.com/PCesteban/QCHACKIBM/issues/1,31/01/2024,RMA1,,,TP,https://github.com/PCesteban/QCHACKIBM/blob/9add295536b78e68e3cc0c5a5f724f70a56d2461/Different%20drafts/INTERFERIBMC.ipynb,PCesteban,QCHACKIBM,QCHACKIBM,0.0,1.0,0.0,3.0,7.0,2021-04-18 04:41:21+00:00,1051.0
ql-measure-all-abuse,"measure_all() on the circuit 'qc' (at location:32, 6)  when it has already 10 classical bits.",ghz_ca5e66.py,35,,"measure_all() on the circuit 'qc' (at location:32, 6)  when it has already 10 classical bits.ghz_ca5e66.py35",TP,,,TP,,,08_ca5e66_35,new_report,https://github.com/pnnl/NWQ-Sim/issues/14,28/02/2024,RMA1,,,TP,https://github.com/pnnl/NWQ-Sim/blob/f12a0ba0f2c26d806c8929b034c34ad18bf4cf83/cluster/dmsim/qiskit/test/ghz.py,pnnl,NWQ-Sim,NWQ-Sim,11.0,4.0,3.0,3.0,30.0,2024-02-03 07:09:55+00:00,30.0
ql-measure-all-abuse,"measure_all() on the circuit 'circuit' (at location:13, 11)  when it has already 48 classical bits.",qrng_09be03.py,19,,"measure_all() on the circuit 'circuit' (at location:13, 11)  when it has already 48 classical bits.qrng_09be03.py19",TP,,,TP,,,06_09be03_19,new_report,https://github.com/tula3and/qoupang/issues/1,fixed,RMA1,,,TP,https://github.com/tula3and/qoupang/blob/efab669e5d529e42a66d6cb2d28cfc22c6103d68/qrng/qrng.py,tula3and,qoupang,qoupang,3.0,0.0,0.0,5.0,30.0,2023-06-27 07:21:15+00:00,251.0
ql-measure-all-abuse,"measure_all() on the circuit 'qc' (at location:6, 6)  when it has already 6 classical bits.",example_1_c6d971.py,10,,"measure_all() on the circuit 'qc' (at location:6, 6)  when it has already 6 classical bits.example_1_c6d971.py10",TP,TP,TP,TP,,True,,no_repo_archived,,,RMA1,,,TP,https://github.com/brodkemd/UC_Quantum_Lab/blob/f9b88c6f19962a13f252dabf71f8040ce32b6d0d/examples/python/example_1.py,brodkemd,UC_Quantum_Lab,UC_Quantum_Lab,0.0,0.0,0.0,1.0,30.0,2022-10-27 20:44:33+00:00,493.0
ql-measure-all-abuse,"measure_all() on the circuit 'demo' (at location:320, 6)  when it has already 6 classical bits.",matchgate_tools_mudground_checkpoint_a852d9.py,326,,"measure_all() on the circuit 'demo' (at location:320, 6)  when it has already 6 classical bits.matchgate_tools_mudground_checkpoint_a852d9.py326",TP,TP,TP,TP,,True,08_a852d9_326,new_report,https://github.com/VoicuTomut/ChemistryOnQubits/issues/1,,RMA1,,,TP,https://github.com/VoicuTomut/ChemistryOnQubits/blob/48584e8532014fe8660f5c9b47ff04145d50b5e8/Playground/.ipynb_checkpoints/matchgate_tools_MudGround-checkpoint.ipynb,VoicuTomut,ChemistryOnQubits,ChemistryOnQubits,0.0,1.0,0.0,1.0,30.0,2021-02-27 11:05:59+00:00,1101.0
ql-measure-all-abuse,"measure_all() on the circuit 'circuit' (at location:17, 15)  when it has already 2 classical bits.",bell_states_example_55fd07.py,20,5.0,"measure_all() on the circuit 'circuit' (at location:17, 15)  when it has already 2 classical bits.bell_states_example_55fd07.py20",TP,TP,TP,TP,,True,06_55fd07_25,new_report,https://github.com/0tt3r/QuaC-qiskit/issues/1,inactive,RMA1,,,TP,https://github.com/0tt3r/QuaC-qiskit/blob/6fda8db41e6cbdab11059f036a34fa9e410d11a8/examples/demos/bell_states_example.py,0tt3r,QuaC-qiskit,QuaC-qiskit,1.0,1.0,2.0,1.0,15.0,2020-10-09 16:36:33+00:00,1241.0
ql-measure-all-abuse,"measure_all() on the circuit 'qc' (at location:29, 6)  when it has already 5 classical bits.",main_2f60d4.py,30,,"measure_all() on the circuit 'qc' (at location:29, 6)  when it has already 5 classical bits.main_2f60d4.py30",TP,TP,TP,TP,,True,,no_repo_archived,,,RMA1,,,TP,https://github.com/steurendoit/QuantumTests/blob/e9edb29f20c16ab56548432b76e39e1d816a299f/main.py,steurendoit,QuantumTests,,,,,,,,
ql-measure-all-abuse,"measure_all() on the circuit 'qc' (at location:17, 10)  when it has already 1 classical bits.",polarization_20rotator_20angle_25374b.py,20,5.0,"measure_all() on the circuit 'qc' (at location:17, 10)  when it has already 1 classical bits.polarization_20rotator_20angle_25374b.py20",TP,TP,TP,TP,,True,08_25374b_20,new_report,https://github.com/2000maor/Quantum-Crypto/issues/1,,RMA1,,,TP,https://github.com/2000maor/Quantum-Crypto/blob/eb82d67f05181f7071018b20aae74438a612da7c/polarization%20rotator%20angle.py,2000maor,Quantum-Crypto,Quantum-Crypto,0.0,1.0,0.0,1.0,10.0,2021-10-07 19:35:05+00:00,878.0
ql-measure-all-abuse,"measure_all() on the circuit 'circuit' (at location:7, 15)  when it has already 5 classical bits.",qrng_9498d5.py,10,5.0,"measure_all() on the circuit 'circuit' (at location:7, 15)  when it has already 5 classical bits.qrng_9498d5.py10",TP,TP,TP,TP,,True,08_9498d5_10,new_report,https://github.com/tula3and/random-question-generator/issues/12,30/01/2024,RMA1,,,TP,https://github.com/tula3and/random-question-generator/blob/6bce980c5da1647c267d3674d02c3a4627f17d98/qrng.py,tula3and,random-question-generator,random-question-generator,3.0,4.0,4.0,4.0,26.0,2022-08-01 09:47:34+00:00,581.0
ql-measure-all-abuse,"measure_all() on the circuit 'qc' (at location:23, 10)  when it has already 10 classical bits.",n_qubit_grovers_algorithm_ff6131.py,117,5.0,"measure_all() on the circuit 'qc' (at location:23, 10)  when it has already 10 classical bits.n_qubit_grovers_algorithm_ff6131.py117",TP,,,TP,,,08_ff6131_117,new_report,https://github.com/noahmaasaw/nqubitgrovers/issues/1,01/03/2024,RMA1,,,TP,https://github.com/noahmaasaw/nqubitgrovers/blob/62bcf46ccc400775622a9204c2311eccabcb75e9/n_qubit_grovers_algorithm.py,noahmaasaw,nqubitgrovers,nqubitgrovers,0.0,1.0,0.0,1.0,1.0,2022-05-20 03:08:08+00:00,654.0
ql-measure-all-abuse,"measure_all() on the circuit 'qc' (at location:32, 6)  when it has already 10 classical bits.",ghz_7af332.py,35,,"measure_all() on the circuit 'qc' (at location:32, 6)  when it has already 10 classical bits.ghz_7af332.py35",TP,,,TP,,,06_7af332_35,new_report,https://github.com/pnnl/SV-Sim/issues/2,inactive,RMA1,,,TP,https://github.com/pnnl/SV-Sim/blob/3a22b3137c8f35b92375548ac9a94c1f47c35aa8/svsim/crusher/qiskit/test/ghz.py,pnnl,SV-Sim,SV-Sim,14.0,2.0,7.0,3.0,30.0,2024-02-02 00:41:34+00:00,31.0
ql-measure-all-abuse,"measure_all() on the circuit 'quantum_circuit' (at location:12, 19)  when it has already 2 classical bits.",quantum_entanglement_f902fe.py,23,,"measure_all() on the circuit 'quantum_circuit' (at location:12, 19)  when it has already 2 classical bits.quantum_entanglement_f902fe.py23",TP,TP,TP,TP,,True,08_f902fe_23,new_report,https://github.com/a-vanderbilt/Coding-WIth-Qiskit/issues/1,,RMA1,,,TP,https://github.com/a-vanderbilt/Coding-WIth-Qiskit/blob/e08ab7965b419c31c74befeccf87b0215fd0c24c/quantum_entanglement.py,a-vanderbilt,Coding-WIth-Qiskit,Coding-WIth-Qiskit,0.0,1.0,0.0,1.0,5.0,2022-05-24 01:18:15+00:00,650.0
ql-measure-all-abuse,"measure_all() on the circuit 'qc' (at location:406, 6)  when it has already 5 classical bits.",qiskit_c50734.py,412,,"measure_all() on the circuit 'qc' (at location:406, 6)  when it has already 5 classical bits.qiskit_c50734.py412",TP,,,TP,,,08_c50734_412,new_report,https://github.com/Qiskit/platypus/issues/2007,confirmed,RMA1,,,TP,https://github.com/Qiskit/platypus/blob/48a874f4395a8e68c97fdca7f18f7474a5e27e68/notebooks/ch-appendix/qiskit.ipynb,Qiskit,platypus,platypus,101.0,0.0,230.0,30.0,30.0,2024-02-08 15:49:34+00:00,24.0
ql-measure-all-abuse,"measure_all() on the circuit 'qc' (at location:97, 10)  when it has already 31 classical bits.",mnist_dd2c4f.py,110,5.0,"measure_all() on the circuit 'qc' (at location:97, 10)  when it has already 31 classical bits.mnist_dd2c4f.py110",TP,TP,TP,TP,,True,08_dd2c4f_110,new_report,https://github.com/dreaming-panda/quantum-ml/issues/1,,RMA1,,,TP,https://github.com/dreaming-panda/quantum-ml/blob/109436d1aea5e15c856b7400cefa4e4d43723098/mnist.py,dreaming-panda,quantum-ml,quantum-ml,1.0,1.0,0.0,1.0,30.0,2022-09-16 13:29:13+00:00,535.0
ql-operation-after-measurement,"Operation 'cz' on qubit 0 after measurement at location: (28, 1).",quantum_teleportation_9276a1.py,31,,"Operation 'cz' on qubit 0 after measurement at location: (28, 1).quantum_teleportation_9276a1.py31",TP,,,TP,,,08_9276a1_31,new_report,https://github.com/benkoehlL/Qiskit_Playground/issues/1,28/02/2024,ROAM1,,,TP,https://github.com/benkoehlL/Qiskit_Playground/blob/ab232c9787bc12a6feddf3ff5f2bac3f9a801ab8/quantum_teleportation.py,benkoehlL,Qiskit_Playground,Qiskit_Playground,0.0,1.0,0.0,1.0,30.0,2024-02-28 11:20:49+00:00,5.0
ql-operation-after-measurement,"Operation 'cx' on qubit 1 after measurement at location: (25, 1).",demo3_quantum_teleportation_5b8be6.py,27,,"Operation 'cx' on qubit 1 after measurement at location: (25, 1).demo3_quantum_teleportation_5b8be6.py27",TP,,,TP,,,,no_inactive,,,ROAM1,,,TP,https://github.com/neocarton/demo-quantum-hello/blob/bc5042830f89b45b4ee7342d3c174967c6a346d4/demo3_quantum_teleportation.ipynb,neocarton,demo-quantum-hello,demo-quantum-hello,0.0,0.0,0.0,1.0,13.0,2019-12-08 18:26:43+00:00,1547.0
ql-operation-after-measurement,"Operation 'cx' on qubit 1 after measurement at location: (155, 1).",ch_3_28325b.py,157,,"Operation 'cx' on qubit 1 after measurement at location: (155, 1).ch_3_28325b.py157",TP,TP,TP,TP,,True,08_28325b_157,new_report,https://github.com/PacktPublishing/Hands-On-Quantum-Information-Processing-with-Python/issues/1,30/01/2024,ROAM1,,,TP,https://github.com/PacktPublishing/Hands-On-Quantum-Information-Processing-with-Python/blob/45a2cfe0d805c2d28f5c9a6f331fb3d841cf62ff/Chapter03/ch-3.ipynb,PacktPublishing,Hands-On-Quantum-Information-Processing-with-Python,Hands-On-Quantum-Information-Processing-with-Python,14.0,1.0,10.0,3.0,6.0,2022-10-31 06:47:10+00:00,490.0
ql-operation-after-measurement,"Operation 'x' on qubit 1 after measurement at location: (31, 1).",quntum_204_dec_2005_202020_206_2042_20am_16e278.py,33,,"Operation 'x' on qubit 1 after measurement at location: (31, 1).quntum_204_dec_2005_202020_206_2042_20am_16e278.py33",TP,,,TP,,,,no_sketch_code,,,ROAM2,,,TP,"https://github.com/aash-gates/Quantum-Computing-Jupyter-Notebook/blob/6ba486f84ca1469127c3ce62c894428c4f16372a/QUNTUM%204_Dec%2005,%202020%206%2042%20AM.ipynb",aash-gates,Quantum-Computing-Jupyter-Notebook,Quantum-Computing-Jupyter-Notebook,0.0,0.0,1.0,1.0,4.0,2020-12-05 07:43:38+00:00,1185.0
ql-operation-after-measurement,"Operation 'cz' on qubit 0 after measurement at location: (28, 1).",q02_417981.py,32,,"Operation 'cz' on qubit 0 after measurement at location: (28, 1).q02_417981.py32",TP,,,TP,,,,no_inactive,,,ROAM1,,,TP,https://github.com/bzkarimi/Quantum-Computing/blob/7d30a7c19df17107d2e88e6fd188b05ce4b39491/basics/q02.py,bzkarimi,Quantum-Computing,Quantum-Computing,0.0,0.0,0.0,1.0,9.0,2021-04-01 21:16:06+00:00,1067.0
ql-operation-after-measurement,"Operation 'cz' on qubit 3 after measurement at location: (21, 1).",python_quantum_number_generator_1_6_multi_qasm_76fe84.py,35,,"Operation 'cz' on qubit 3 after measurement at location: (21, 1).python_quantum_number_generator_1_6_multi_qasm_76fe84.py35",TP,TP,TP,TP,,True,,no_repo_archived,,,ROAM2,,,TP,https://github.com/J2304789/Quantum-Random-Number-Generator/blob/dd751ffb653b88fdf4610ea3a5ba54e4efb5caa9/Python_Quantum_Random_Number_Generator/Python_Quantum_Number_Generator_1-6_Multi_QASM.py,J2304789,Quantum-Random-Number-Generator,,,,,,,,
ql-operation-after-measurement,"Operation 'cx' on qubit 0 after measurement at location: (36, 1).",one_qubit_fb6117.py,40,,"Operation 'cx' on qubit 0 after measurement at location: (36, 1).one_qubit_fb6117.py40",TP,TP,TP,TP,,True,08_fb6117_40,new_report,https://github.com/iQuHACK/Duckfebugging/issues/7,,ROAM1,,,TP,https://github.com/iQuHACK/Duckfebugging/blob/73dea9e3390c4566bcc30a4e5690b1c122ef494b/one_qubit.py,iQuHACK,Duckfebugging,Duckfebugging,1.0,7.0,0.0,2.0,2.0,2020-02-03 22:23:43+00:00,1490.0
ql-operation-after-measurement,"Operation 'h' on qubit 0 after measurement at location: (358, 5).",electroquantum_39cf94.py,359,5.0,"Operation 'h' on qubit 0 after measurement at location: (358, 5).electroquantum_39cf94.py359",TP,,,TP,,,,no_inactive,,,ROAM2,,,TP,https://github.com/aliciabremer/quantum-games/blob/09dd6fb59999434ecec5bfd031c477b3d2620fa8/electroquantum.ipynb,aliciabremer,quantum-games,quantum-games,0.0,0.0,0.0,1.0,6.0,2020-10-16 05:31:47+00:00,1235.0
